mol,cid,Energy,Relative energy,mol_charged,ASA,ASA+,ASA-,ASA_H,ASA_P,CASA+,CASA-,DASA,DCASA,dens,dipole,E,E_ang,E_ele,E_nb,E_oop,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,FASA+,FASA-,FASA_H,FASA_P,FCASA+,FCASA-,glob,npr1,npr2,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,std_dim3,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_CW5,vsurf_CW6,vsurf_CW7,vsurf_CW8,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DD12,vsurf_DD13,vsurf_DD23,vsurf_DW12,vsurf_DW13,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HB4,vsurf_HB5,vsurf_HB6,vsurf_HB7,vsurf_HB8,vsurf_HL1,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_ID8,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_IW4,vsurf_IW5,vsurf_IW6,vsurf_IW7,vsurf_IW8,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_W4,vsurf_W5,vsurf_W6,vsurf_W7,vsurf_W8,vsurf_Wp1,vsurf_Wp2,vsurf_Wp3,vsurf_Wp4,vsurf_Wp5,vsurf_Wp6,vsurf_Wp7,vsurf_Wp8
O=C[C@@](NC)[C@](O)C,153,11.024664,0.40928859,O=C[C@@](NC)[C@](O)C,304.19626,234.22101,69.975235,176.37508,127.82117,559.78821,167.24081,164.24577,392.54739,0.96220124,0.41025549,47.452335,0.85482508,35.643772,37.079525,0.000573743,-14.33334,0,3.4789608,6.6271071,6.0384483,1.4357524,0.76996678,0.23003319,0.57980686,0.42019314,1.8402207,0.54977936,0.23117471,0.49621901,0.7499212,483.30862,213.54582,322.72552,430.34589,2.0311632,1.8038592,1.24148,0.86730695,121.75,157.31171,2.3669121,0.075606264,3.0478559,2.195384,1.5817186,0.92575228,0.48266667,0.20046513,0.060985468,0.0086436,244.875,135.75,111.0,96.875,76.375,37.5,9.875,1.75,0.70710677,1.2247449,0.70710677,0.5,0.5,0.70710677,-1.7689427,-1.7614702,-1.7429359,-6.6222315,-6.4389238,-6.2310581,1.1736716,240.75,279.75,200.375,91.75,38.25,14.625,4.375,0.875,0.38963965,0.16258064,1.1535366,1.1537253,1.3745623,1.4851422,1.5388901,1.081131,2.4948735,3.4805651,0.40411422,0.8072958,0.92785114,1.0666454,1.3270087,2.0315814,3.0948632,3.1786795,1.1954408,261.3053,312.375,671.625,430.375,245.75,105.625,43.25,15.75,4.375,0.875,430.875,150.625,45.375,13.875,5.0,1.125,0.0,0.0
O=C[C@@](NC)[C@](O)C,65,11.025949,0.41057378,O=C[C@@](NC)[C@](O)C,301.81656,237.61086,64.205688,183.64795,118.1686,567.88995,153.4516,173.40517,414.43832,0.94856679,1.2610514,53.260712,0.90875047,41.17762,42.933517,0.00156034,-18.904446,0,3.5769689,10.473188,5.839911,1.7558994,0.78726918,0.21273085,0.60847539,0.39152458,1.8815732,0.50842673,0.24097222,0.51858902,0.70149529,454.36948,212.27214,287.14047,409.32632,1.9694145,1.7613833,1.2753568,0.86464405,123.5,158.44652,4.1524334,0.090206899,3.013999,2.1467454,1.3320136,0.84593111,0.44882461,0.16673459,0.091555871,0.063632816,277.5,157.125,121.75,107.0,89.875,55.0,24.0,7.25,0.5,1.118034,1.2247449,0.5,0.5,0.70710677,-1.7870433,-1.7833267,-1.7398961,-11.464825,-10.829021,-10.621333,1.1638002,206.25,237.375,169.5,84.875,37.875,16.25,8.75,5.5,0.34086242,0.15654206,1.7728236,1.6800181,1.7751439,1.942838,2.1362679,2.4829056,2.9937143,3.1924589,0.51008064,1.4016123,2.0356824,2.2733924,2.4819083,3.0940874,3.4256344,3.3509655,1.1999257,256.68256,308.0,635.5,387.875,208.5,97.5,41.5,16.75,8.75,5.5,429.25,150.5,39.0,12.625,3.625,0.5,0.0,0.0
O=C[C@@](NC)[C@](O)C,32,11.025949,0.41057378,O=C[C@@](NC)[C@](O)C,304.39691,238.62819,65.76873,185.63228,118.76463,570.32135,157.18727,172.85947,413.13412,0.94856679,1.2608191,53.198433,0.89594173,41.176804,42.933819,0.001399319,-18.898848,0,3.527457,10.410912,5.8398161,1.7570165,0.78393757,0.2160624,0.60983628,0.39016372,1.8736109,0.51638913,0.24092554,0.51853108,0.70148444,454.3356,212.23918,287.12354,409.3085,1.9693412,1.761278,1.2752941,0.86450869,123.5,158.91891,4.059288,0.091865063,3.005815,2.1386447,1.3352733,0.84010881,0.44660708,0.16603816,0.092156626,0.064226538,278.0,157.125,124.375,108.875,91.0,54.75,24.5,7.125,6.2249498,0.5,6.4420495,0.5,0.5,0.70710677,-1.7837337,-1.7799896,-1.750374,-11.585601,-10.538583,-10.405208,1.1688721,206.0,236.25,171.375,84.875,37.375,16.5,8.625,5.875,0.3316583,0.15729047,1.7828245,1.7140982,1.7710574,1.9423959,2.0985618,2.4453008,2.9933541,3.1849077,0.51113784,1.3949153,2.0146918,2.2439485,2.4338205,3.1298513,3.4265401,3.3567777,1.1942339,257.59192,307.625,636.375,387.375,211.5,97.125,41.25,17.125,8.625,5.875,430.375,151.125,40.125,12.25,3.875,0.625,0.0,0.0
O=C[C@@](NC)[C@](O)C,146,11.025949,0.41057378,O=C[C@@](NC)[C@](O)C,304.25272,239.616,64.636734,185.91331,118.33941,572.68219,154.4818,174.97926,418.20044,0.94856679,1.2611495,53.22356,0.91556984,41.197685,42.956181,0.001454429,-18.901428,0,3.5090845,10.436037,5.84127,1.7584964,0.78755575,0.21244422,0.611049,0.38895103,1.8822583,0.50774169,0.24089479,0.5185957,0.70144999,454.33658,212.2632,287.10614,409.3038,1.9693433,1.761425,1.2752955,0.86452562,123.5,157.14108,4.1405597,0.093243375,3.0092847,2.1469347,1.3292747,0.84052724,0.4407503,0.16508645,0.091376074,0.063449517,278.875,157.75,124.375,110.25,93.0,55.625,24.5,8.375,5.937171,6.1644139,0.5,0.70710677,0.5,0.5,-1.7986939,-1.7710505,-1.7597368,-10.624985,-10.608292,-10.581424,1.1668967,209.25,237.25,169.25,86.375,38.625,15.875,8.5,6.125,0.33768845,0.14965986,1.7554988,1.6883907,1.7789512,1.9540238,2.1433611,2.4398487,2.9405668,3.2309966,0.51335603,1.3967112,2.0248511,2.2831609,2.4924769,3.1030226,3.4112608,3.3826714,1.1962557,257.15656,307.625,636.875,387.75,210.25,98.0,42.0,16.5,8.5,6.125,427.625,150.5,41.0,11.625,3.375,0.625,0.0,0.0
O=C[C@@](NC)[C@](O)C,187,11.025949,0.41057378,O=C[C@@](NC)[C@](O)C,301.70435,236.93593,64.768417,184.26187,117.44247,566.27686,154.79652,172.1675,411.48032,0.94856679,1.2612532,53.276276,0.90977651,41.182182,42.948914,0.001945534,-18.905981,0,3.5730731,10.488753,5.8425651,1.7667334,0.78532487,0.21467514,0.61073655,0.38926342,1.8769264,0.51307356,0.24102944,0.51859301,0.70157665,454.24039,212.20531,287.08115,409.19427,1.9691347,1.761207,1.2751867,0.86466014,123.5,157.6861,4.0621343,0.0919763,3.0057333,2.1384566,1.3350478,0.83953589,0.44649857,0.16604599,0.092162192,0.064236529,278.0,157.25,124.5,109.0,91.125,54.75,24.5,7.125,6.2249498,0.5,6.4420495,0.5,0.5,0.70710677,-1.7838234,-1.780233,-1.750277,-11.5873,-10.539481,-10.409442,1.1689159,206.0,236.0,171.375,84.75,37.375,16.5,8.625,5.875,0.33132529,0.1571101,1.7827092,1.7095227,1.7740327,1.9465365,2.1033647,2.4481015,2.9928856,3.1845183,0.51056862,1.3949231,2.016243,2.2430797,2.4340601,3.1300333,3.4267445,3.3569751,1.1941893,257.60153,307.625,636.375,387.375,211.5,97.0,41.25,17.125,8.625,5.875,430.375,151.375,40.125,12.25,3.875,0.625,0.0,0.0
O=C[C@@](NC)[C@](O)C,21,11.206691,0.59131551,O=C[C@@](NC)[C@](O)C,309.32938,232.04105,77.28833,175.78494,133.54443,554.57813,184.71912,154.75272,369.85898,0.95436251,0.82890451,56.433289,0.81240994,42.515831,43.860847,3.29e-05,-18.829569,0,3.5214732,13.647197,8.2385235,1.3450148,0.75014228,0.24985771,0.56827754,0.43172246,1.79284,0.59715992,0.17491691,0.45017278,0.63885158,493.84814,212.8429,302.05072,472.80267,2.0531907,1.9399238,1.1541675,0.81133568,122.75,156.67892,1.5342485,0.06532035,3.070226,2.2108612,1.6141372,0.94705641,0.51258177,0.18330489,0.061002139,0.031119194,244.125,132.625,111.75,98.5,78.75,38.125,10.75,1.625,0.5,1.2247449,0.86602539,0.5,0.5,0.70710677,-1.7367295,-1.7010348,-1.6991825,-7.6853061,-7.6190901,-7.544312,1.1701289,237.375,282.5,204.25,93.75,40.75,14.375,4.375,2.25,0.41275167,0.1573604,0.58249921,0.42715609,0.22065069,0.26135349,0.37571076,0.91417187,2.8689301,3.5967538,0.16420823,0.1732709,0.44267333,0.83354491,1.3182284,2.4156768,3.9815049,3.9038575,1.1979394,260.02985,311.5,676.625,434.875,254.125,108.875,46.125,15.5,4.375,2.25,439.25,152.375,49.875,15.125,5.375,1.125,0.0,0.0
O=C[C@@](NC)[C@](O)C,20,11.213572,0.59819633,O=C[C@@](NC)[C@](O)C,304.94897,230.70207,74.24691,179.11601,125.83297,551.37793,177.4501,156.45517,373.92786,0.94760764,0.16314289,50.632839,0.90893573,38.78883,40.128323,0.003117819,-16.465969,0,3.5336576,9.8076105,6.0588055,1.3394907,0.75652677,0.24347322,0.58736384,0.41263613,1.808099,0.58190095,0.24580935,0.51034176,0.74680489,481.92468,217.92674,318.90149,427.02115,2.0282531,1.7516948,1.2774175,0.86847562,123.625,157.41183,2.2284973,0.076134905,3.0592177,2.2729526,1.6525779,0.93080163,0.46716902,0.15479292,0.047628846,0.022733077,241.625,134.75,109.25,93.125,71.875,32.75,8.25,2.375,0.5,1.118034,1.5811388,0.86602539,0.5,0.70710677,-1.7980834,-1.7755184,-1.7553184,-7.8618159,-7.1319337,-7.1160436,1.1795441,254.5,296.25,206.375,89.375,37.125,11.375,3.625,1.625,0.38100687,0.1328859,0.87422949,0.98944604,1.2548633,1.4258785,1.6551068,1.3599247,2.4357152,3.6269894,0.35931519,0.65952086,0.78275955,0.87524992,1.1932405,2.1674547,3.5652058,3.3993189,1.1858286,260.99893,309.5,677.25,445.125,253.125,104.0,41.625,12.375,3.625,1.625,422.75,148.875,46.75,14.625,4.5,1.0,0.0,0.0
O=C[C@@](NC)[C@](O)C,64,11.213572,0.59819633,O=C[C@@](NC)[C@](O)C,306.51816,230.75774,75.760399,179.07983,127.43832,551.51099,181.06737,154.99734,370.44363,0.94760764,0.16324906,50.60358,0.91343659,38.774536,40.104687,0.003453633,-16.475111,0,3.5252414,9.7783537,6.0567636,1.3301493,0.75283551,0.24716449,0.58423895,0.41576108,1.7992768,0.59072316,0.24576563,0.51039523,0.74678737,482.02853,217.99306,318.95764,427.10635,2.0284717,1.7518427,1.2775049,0.86847174,123.625,157.4892,2.1691689,0.075924188,3.0630581,2.2749488,1.6557275,0.93401963,0.46550226,0.15750924,0.050471038,0.024016531,239.125,135.25,107.875,91.125,72.125,34.125,8.375,1.75,1.118034,1.8027756,0.70710677,0.5,0.5,0.70710677,-1.7894142,-1.7722073,-1.7486202,-7.4869132,-7.4011106,-7.3279123,1.1774381,252.75,296.75,204.75,87.25,34.75,11.75,3.75,1.625,0.3696408,0.14128944,0.90655088,0.89749372,1.2615037,1.4994318,1.5774478,1.3611841,2.2869608,3.5946527,0.35874295,0.67754757,0.77609926,0.87652624,1.1487136,2.0654321,3.4911649,3.5370865,1.1879495,260.53296,309.5,675.0,443.5,252.125,103.375,39.875,12.875,3.75,1.625,422.25,146.75,47.375,16.125,5.125,1.125,0.0,0.0
O=C[C@@](NC)[C@](O)C,13,11.242842,0.6274665,O=C[C@@](NC)[C@](O)C,303.83545,230.19235,73.643089,178.6456,125.18984,550.15973,176.00697,156.54927,374.15274,0.96220124,0.90639293,52.966305,0.94298482,39.297127,40.895321,0.000633948,-17.851948,0,3.6007309,8.3452864,7.5266342,1.5981935,0.75762182,0.24237821,0.58796823,0.41203174,1.8107162,0.57928389,0.14414324,0.44577587,0.68814617,480.6217,200.80354,309.98132,450.45853,2.0255094,1.9461588,1.1977935,0.73888254,121.75,157.54726,2.5846419,0.071579851,3.0307486,2.1189578,1.465956,0.89102995,0.50537002,0.21470308,0.11788931,0.060729247,269.5,145.125,119.875,106.875,89.75,47.625,14.875,3.25,0.5,0.70710677,0.5,0.70710677,4.9497476,5.3385391,-1.7755281,-1.7620788,-1.7607596,-7.873136,-7.7428946,-7.7028136,1.173617,220.0,253.375,200.0,95.625,46.625,19.625,9.75,4.375,0.42127216,0.1883041,1.1108881,1.0883149,1.0467844,1.1001673,1.272758,1.7299688,2.7550499,3.4565268,0.30201504,0.80578178,1.160157,1.3771904,1.6118524,2.4618444,2.6910951,2.7119083,1.1919777,259.75735,309.625,654.375,404.125,239.875,107.75,50.5,20.125,9.75,4.375,434.375,150.75,39.875,12.125,3.875,0.5,0.0,0.0
O=C[C@@](NC)[C@](O)C,150,11.242842,0.6274665,O=C[C@@](NC)[C@](O)C,304.13074,232.15239,71.97834,180.10063,124.03011,554.84424,172.02824,160.17404,382.81598,0.96220124,0.90569311,52.950912,0.94441378,39.303768,40.904888,0.000595715,-17.840364,0,3.5733323,8.329895,7.5276842,1.6011178,0.76333094,0.23666908,0.59218162,0.40781838,1.8243608,0.56563914,0.14417937,0.4458358,0.68808001,480.53961,200.79683,309.89948,450.38293,2.0253363,1.9460462,1.1978314,0.73893243,121.75,155.8831,2.5798528,0.071678177,3.0314078,2.1194556,1.4653647,0.89109522,0.50520504,0.21471806,0.11787817,0.060727201,269.75,145.375,120.0,107.125,89.75,47.625,14.875,3.375,0.5,0.70710677,0.5,0.70710677,4.9497476,5.3385391,-1.7756494,-1.7619596,-1.760782,-7.8749371,-7.7440567,-7.7047076,1.1736122,220.25,253.0,200.125,95.75,46.625,19.75,9.75,4.375,0.42083332,0.18903151,1.1081755,1.07903,1.0437125,1.099384,1.2733105,1.7304363,2.7555113,3.4622767,0.3030186,0.8051399,1.1602553,1.3787326,1.6113863,2.4679968,2.690598,2.7113259,1.1919825,259.75632,309.625,654.625,404.125,240.0,107.875,50.5,20.25,9.75,4.375,434.375,151.125,39.875,12.125,3.875,0.5,0.0,0.0
O=C[C@@](NC)[C@](O)C,36,11.242842,0.6274665,O=C[C@@](NC)[C@](O)C,305.79382,231.73868,74.055138,178.37068,127.42313,553.85541,176.99178,157.68353,376.86365,0.96220124,0.90556228,52.949203,0.94524592,39.300465,40.907719,0.000360062,-17.841946,0,3.5723314,8.328186,7.5235486,1.607251,0.75782657,0.24217343,0.58330375,0.41669625,1.8112055,0.57879448,0.1441247,0.44588453,0.68797678,480.49472,200.80513,309.83197,450.35233,2.0252419,1.946057,1.1978647,0.73879635,121.75,156.93129,2.5790942,0.071578391,3.0308745,2.1193426,1.4671881,0.89110351,0.50542265,0.21471997,0.11786584,0.060711876,269.75,145.625,119.875,107.125,89.75,47.75,14.875,3.125,0.5,1.4142135,1.118034,0.70710677,4.9497476,5.3385391,-1.7755122,-1.7619693,-1.7461103,-7.8730602,-7.743248,-7.7007084,1.1735187,220.0,253.125,200.0,95.625,46.625,19.75,9.75,4.375,0.42127216,0.18903151,1.1076616,1.0748962,1.0417745,1.0931834,1.2728288,1.7298367,2.7549825,3.4543118,0.30176264,0.80561543,1.1565681,1.377179,1.6119179,2.4685192,2.6911149,2.7118216,1.1920776,259.7356,309.625,654.5,404.125,240.0,107.75,50.5,20.25,9.75,4.375,434.5,151.0,40.0,12.125,3.875,0.5,0.0,0.0
O=C[C@@](NC)[C@](O)C,82,11.242842,0.6274665,O=C[C@@](NC)[C@](O)C,305.30444,231.62787,73.676575,180.04443,125.26002,553.59064,176.08702,157.95129,377.5036,0.96220124,0.90627581,53.005299,0.94121534,39.304573,40.912117,0.000904125,-17.854235,0,3.6234314,8.3842821,7.5276299,1.6075464,0.75867832,0.24132167,0.58972096,0.41027907,1.8132412,0.5767588,0.14420764,0.44584993,0.6880694,480.51038,200.79065,309.87537,450.3548,2.0252748,1.9459562,1.197845,0.7389707,121.75,155.57124,2.75295,0.069410175,3.0314405,2.120719,1.4660068,0.88988835,0.50661808,0.2244291,0.11953068,0.064064294,266.0,145.125,117.75,107.625,90.75,48.0,15.875,3.625,0.5,0.86602539,1.2247449,0.5,4.6368093,4.6097722,-1.7601752,-1.7583805,-1.7423388,-8.3046083,-8.1909933,-7.8636351,1.1674073,216.625,250.75,199.125,96.5,44.625,20.5,10.125,4.0,0.40552017,0.19628339,1.1308837,1.1293271,1.0769717,1.0898056,1.2548165,1.6891297,2.5854552,3.4844947,0.3222478,0.83106959,1.1962095,1.3908118,1.7621058,2.3137176,2.6386461,2.6332345,1.2013743,259.70258,312.0,651.75,404.25,239.625,108.375,47.75,21.125,10.125,4.0,435.125,153.5,40.5,11.875,3.125,0.625,0.0,0.0
O=C[C@@](NC)[C@](O)C,147,11.242842,0.6274665,O=C[C@@](NC)[C@](O)C,304.43002,231.93105,72.498978,180.66997,123.76006,554.31519,173.27255,159.43207,381.04266,0.96220124,0.90643322,52.946892,0.93710566,39.309364,40.914154,0.000766249,-17.850616,0,3.5676568,8.3258734,7.5272083,1.6047907,0.7618534,0.2381466,0.59346962,0.40653038,1.8208296,0.56917036,0.14420366,0.445824,0.68816113,480.55234,200.79031,309.93417,450.38022,2.0253632,1.9460261,1.1977535,0.73898703,121.75,156.16136,2.6327229,0.071280815,3.0251927,2.1166201,1.4592388,0.89213723,0.50362855,0.21916759,0.11763771,0.062191591,265.75,147.125,119.25,106.0,91.25,50.625,16.375,3.5,1.5,0.5,1.2247449,4.6368093,4.7169905,0.5,-1.7682904,-1.7653345,-1.7518438,-7.6958098,-7.6499791,-7.5339346,1.1717241,214.375,251.0,199.5,96.875,46.5,20.375,9.5,4.375,0.41614255,0.19575472,1.1048204,1.0542576,1.0423518,1.0906941,1.2408756,1.6218157,2.5613687,3.3573158,0.31257784,0.80450487,1.186728,1.3640709,1.6753212,2.3978186,2.6663485,2.6218436,1.1963085,260.38434,311.5,651.25,403.25,239.5,109.125,49.625,20.75,9.5,4.375,436.875,152.25,40.0,12.25,3.125,0.375,0.0,0.0
O=C[C@@](NC)[C@](O)C,68,11.242842,0.6274665,O=C[C@@](NC)[C@](O)C,304.91586,231.83585,73.080032,179.4436,125.47227,554.08765,174.66127,158.75581,379.42639,0.96220124,0.90694165,52.931023,0.93027604,39.289814,40.893375,0.00058264,-17.857794,0,3.5807679,8.3100052,7.5260205,1.6035618,0.76032722,0.23967277,0.58850199,0.41149801,1.8171821,0.57281792,0.14416608,0.44590008,0.68808484,480.59305,200.8416,309.92609,450.4184,2.025449,1.9460493,1.1978936,0.73889953,121.75,155.85338,2.75295,0.069404744,3.0310304,2.1205239,1.4661348,0.88985127,0.50661927,0.22264597,0.11948616,0.064000554,265.875,145.125,117.75,107.5,90.875,48.0,15.875,3.5,0.5,0.86602539,1.2247449,0.5,4.6368093,4.6097722,-1.7598996,-1.758111,-1.7423613,-8.3023491,-8.1863689,-7.8657994,1.1671842,216.375,250.375,199.25,96.375,44.625,20.375,10.0,4.0,0.40552017,0.19534884,1.1312788,1.1297644,1.0774111,1.095539,1.256117,1.6870058,2.5859973,3.4669428,0.32180506,0.83237058,1.1969093,1.3882061,1.7616946,2.3376653,2.6373813,2.6328938,1.2017643,259.72229,312.125,651.75,404.25,239.75,108.25,47.75,21.0,10.0,4.0,435.375,153.875,40.5,11.875,3.125,0.625,0.0,0.0
O=C[C@@](NC)[C@](O)C,70,11.242842,0.6274665,O=C[C@@](NC)[C@](O)C,304.14401,231.5851,72.558914,179.54146,124.60257,553.4884,173.41582,159.02618,380.07257,0.96220124,0.90669739,52.969585,0.9413051,39.298546,40.899231,0.000564127,-17.856306,0,3.6021898,8.3485699,7.526298,1.6006838,0.76143235,0.23856762,0.59031719,0.40968278,1.8198234,0.5701766,0.14421685,0.44595006,0.68804079,480.57785,200.85721,309.89557,450.40292,2.0254169,1.9460329,1.1978804,0.73902339,121.75,156.01941,2.7532358,0.069401808,3.0312929,2.1207836,1.4661129,0.88995379,0.50668681,0.22260092,0.11947403,0.064009354,265.875,145.0,117.75,107.625,90.625,48.25,15.875,3.5,0.5,0.86602539,1.2247449,0.5,4.6368093,4.6097722,-1.7600806,-1.7580169,-1.7421552,-8.3030853,-8.1898088,-7.8652983,1.1673896,216.375,250.625,199.125,96.625,44.625,20.375,10.0,4.0,0.40552017,0.19512194,1.1338865,1.1281414,1.0795032,1.0927362,1.2563519,1.663447,2.5897877,3.4781027,0.32001287,0.8297683,1.1924771,1.3899312,1.7621384,2.3380785,2.6377819,2.6332948,1.2013924,259.69867,312.0,651.375,404.0,239.625,108.5,47.75,21.0,10.0,4.0,435.0,153.375,40.5,11.875,3.125,0.625,0.0,0.0
O=C[C@@](NC)[C@](O)C,56,11.308393,0.69301766,O=C[C@@](NC)[C@](O)C,303.73962,228.37846,75.36116,177.92578,125.81384,545.82452,180.11317,153.0173,365.71136,0.95339161,1.2336297,54.351189,0.8095873,40.945309,42.392349,7.43e-05,-18.760197,0,3.4926813,12.65441,7.6564956,1.4470391,0.75188893,0.24811105,0.5857839,0.4142161,1.7970146,0.59298539,0.18217143,0.46094549,0.68724179,478.92996,205.532,306.43576,445.89218,2.0219414,1.9157063,1.1311351,0.81765306,122.875,155.88228,3.4957325,0.0695398,3.0487223,2.123929,1.4593273,0.91484481,0.50758195,0.24125279,0.12133769,0.058150694,262.125,145.25,117.625,107.0,90.375,50.375,20.125,5.375,0.5,2.5,2.236068,0.5,0.5,1.0,-1.8346013,-1.8204896,-1.7630167,-8.2579536,-8.1374369,-7.7022533,1.1679968,231.125,264.125,194.5,95.25,43.625,19.0,9.875,4.0,0.40913922,0.18691589,1.5699495,1.5141515,1.4549503,1.5905911,1.7923722,2.4000497,2.9810531,3.4403315,0.4652757,1.1761613,1.6375746,1.8646988,2.1461444,2.5498726,2.8517449,2.7947643,1.2002866,259.62549,311.625,665.25,412.5,241.25,108.75,48.125,20.0,9.875,4.0,434.125,148.375,46.75,13.5,4.5,1.0,0.0,0.0
O=C[C@@](NC)[C@](O)C,27,11.308393,0.69301766,O=C[C@@](NC)[C@](O)C,301.86002,227.51434,74.345657,179.01797,122.84203,543.75928,177.68613,153.16869,366.07315,0.95339161,1.2343292,54.371677,0.81174535,40.938629,42.377411,1.77e-05,-18.772036,0,3.5248008,12.6749,7.6577044,1.438781,0.75370812,0.24629185,0.59304965,0.40695035,1.8013625,0.58863753,0.182153,0.46084368,0.6873917,479.00098,205.51247,306.54117,445.9483,2.0220914,1.9158231,1.1310544,0.81766152,122.875,156.23184,3.4805901,0.069620617,3.0487537,2.1239491,1.4590679,0.9147886,0.507523,0.24129149,0.1213876,0.058179013,261.75,145.375,117.75,107.125,90.375,50.75,20.25,5.375,0.5,2.5,2.236068,0.5,0.5,1.0,-1.8340154,-1.8199667,-1.7628022,-8.259222,-8.1415453,-7.7010407,1.1677042,231.5,264.25,194.5,95.125,43.75,19.0,9.875,4.0,0.40976647,0.18669778,1.5705287,1.5095396,1.4497402,1.5875931,1.7929758,2.4004452,2.9736657,3.4406931,0.4638862,1.1781482,1.6388557,1.866594,2.1337562,2.5493233,2.8511901,2.7941849,1.200748,259.62982,311.75,665.625,412.375,241.25,108.625,48.25,20.0,9.875,4.0,434.125,148.125,46.75,13.5,4.5,1.0,0.0,0.0
O=C[C@@](NC)[C@](O)C,120,11.308393,0.69301766,O=C[C@@](NC)[C@](O)C,303.7002,229.06563,74.634567,180.13516,123.56504,547.46686,178.37662,154.43106,369.09024,0.95339161,1.233459,54.345226,0.81995469,40.950878,42.398811,4.76e-07,-18.761284,0,3.4670982,12.64845,7.6593618,1.4479322,0.75424922,0.24575081,0.59313482,0.40686521,1.8026556,0.58734441,0.18207103,0.46095636,0.68721825,478.90533,205.52748,306.41129,445.87189,2.0218894,1.9157166,1.1310062,0.81743211,122.875,156.73,3.4783678,0.069539204,3.0486615,2.1239681,1.459596,0.91487682,0.50761622,0.24144937,0.12147526,0.0582169,261.75,145.125,117.625,107.125,90.5,50.375,20.125,5.375,0.5,2.5,2.236068,0.5,0.5,1.0,-1.8344818,-1.820334,-1.7629848,-8.2635975,-8.1419077,-7.7076626,1.168553,231.75,264.125,194.625,95.125,43.75,19.0,9.875,4.0,0.41020191,0.18669778,1.5690868,1.513218,1.4478438,1.5854149,1.7895962,2.4123878,2.9810536,3.4401631,0.46195057,1.1752836,1.6316348,1.8672296,2.134392,2.5499315,2.8517933,2.7947884,1.1993945,259.61017,311.375,665.75,412.5,241.375,108.625,48.25,20.0,9.875,4.0,434.0,148.375,46.75,13.5,4.5,1.0,0.0,0.0
O=C[C@@](NC)[C@](O)C,19,11.308393,0.69301766,O=C[C@@](NC)[C@](O)C,302.12704,227.22595,74.901077,177.2756,124.85143,543.07007,179.01357,152.32489,364.05649,0.95339161,1.233222,54.326103,0.81077778,40.947277,42.389858,9.73e-06,-18.760254,0,3.4672408,12.629325,7.658215,1.4425813,0.75208747,0.24791253,0.58675849,0.41324148,1.797489,0.59251094,0.1820972,0.46094397,0.68724698,478.98831,205.556,306.47485,445.94574,2.0220647,1.9159439,1.1310953,0.81758779,122.875,154.94957,3.5242083,0.068087786,3.0473952,2.1198726,1.4566772,0.92109483,0.51160842,0.2440993,0.12351712,0.058508541,261.0,144.125,116.125,105.75,90.625,51.625,20.375,5.25,0.5,1.118034,0.70710677,0.5,0.5,1.0,-1.8183994,-1.799246,-1.7468574,-8.2763004,-8.1290722,-7.7231717,1.1721885,232.25,268.25,196.25,97.75,44.875,20.625,10.0,3.375,0.42518836,0.20212767,1.5700423,1.5205945,1.4497337,1.5966468,1.7848971,2.3960774,2.9396331,3.4875405,0.4717862,1.1658241,1.6287833,1.813781,2.1628389,2.4885712,2.8416567,2.7990563,1.1940724,259.72043,310.125,666.0,415.5,242.25,111.125,49.375,21.375,10.0,3.375,433.75,147.25,46.0,13.375,4.5,0.75,0.0,0.0
